station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
HEZ,2011-04-26 19:15,-91.2973,31.6137,83.00,84.20,66.20,54.80,190.00,11.00,null,29.67,null,10.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 261915Z AUTO 19011G24KT 10SM CLR 29/19 A2967 RMK AO1,null
UTA,2011-04-26 19:15,-90.3467,34.6811,59.00,78.80,68.00,69.52,200.00,18.00,null,29.65,null,10.00,null,SCT,   ,   ,   ,2800.00,null,null,null,null,null,null,null,null,null,null,81.10,KUTA 261915Z AUTO 20018KT 10SM SCT028 26/20 A2965 RMK AO2,null
MIS,2011-04-26 19:15,-88.8420,29.2960,32.00,86.00,73.40,66.15,220.00,11.00,null,29.80,null,2.50,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,93.45,KMIS 261915Z AUTO 22011KT 2 1/2SM HZ 30/23 A2980 RMK A01,null
PIB,2011-04-26 19:15,-89.3371,31.4671,91.00,82.40,62.60,51.21,160.00,19.00,null,29.79,null,10.00,23.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,83.41,KPIB 261915Z AUTO 16019G23KT 10SM CLR 28/17 A2979 RMK AO1,null
UOX,2011-04-26 19:15,-89.5368,34.3843,137.80,80.60,62.60,54.30,230.00,12.00,null,29.69,null,10.00,17.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.84,KUOX 261915Z AUTO 23012G17KT 10SM CLR 27/17 A2969 RMK AO2,null
PIB,2011-04-26 19:35,-89.3371,31.4671,91.00,82.40,64.40,54.55,180.00,17.00,null,29.78,null,10.00,27.00,SCT,   ,   ,   ,4400.00,null,null,null,null,null,null,null,null,null,null,83.98,KPIB 261935Z AUTO 18017G27KT 10SM SCT044 28/18 A2978 RMK AO1,null
UTA,2011-04-26 19:35,-90.3467,34.6811,59.00,80.60,68.00,65.54,190.00,15.00,null,29.64,null,10.00,20.00,SCT,SCT,SCT,   ,2800.00,3700.00,6000.00,null,null,null,null,null,null,null,null,83.29,KUTA 261935Z AUTO 19015G20KT 10SM SCT028 SCT037 SCT060 27/20 A2964 RMK AO2,null
CKM,2011-04-26 19:35,-90.5123,34.2997,52.70,80.60,68.00,65.54,180.00,16.00,null,29.63,null,10.00,null,BKN,   ,   ,   ,3500.00,null,null,null,null,null,null,null,null,null,null,83.29,KCKM 261935Z AUTO 18016KT 10SM BKN035 27/20 A2963 RMK AO1,null
UOX,2011-04-26 19:35,-89.5368,34.3843,137.80,80.60,62.60,54.30,210.00,12.00,null,29.68,null,10.00,19.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.84,KUOX 261935Z AUTO 21012G19KT 10SM CLR 27/17 A2968 RMK AO2,null
HEZ,2011-04-26 19:35,-91.2973,31.6137,83.00,84.20,66.20,54.80,150.00,16.00,null,29.67,null,10.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 261935Z AUTO 15016G22KT 10SM CLR 29/19 A2967 RMK AO1,null
MIS,2011-04-26 19:35,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,12.00,null,29.79,null,2.50,18.00,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 261935Z AUTO 22012G18KT 2 1/2SM HZ CLR 29/23 A2979 RMK A01,null
DLP,2011-04-26 19:35,-89.5472,29.1214,0.00,80.60,73.40,78.76,160.00,23.00,null,29.76,null,8.00,28.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.32,KDLP 261935Z AUTO 16023G28KT 8SM CLR 27/23 A2976 RMK A01,null
M16,2011-04-26 19:35,-90.4105,32.3045,75.30,82.40,64.40,54.55,160.00,16.00,null,29.69,null,10.00,23.00,FEW,   ,   ,   ,9000.00,null,null,null,null,null,null,null,null,null,null,83.98,KM16 261935Z AUTO 16016G23KT 10SM FEW090 28/18 A2969 RMK AO2,null
CRX,2011-04-26 19:35,-88.6035,34.9150,129.00,80.60,62.60,54.30,190.00,12.00,null,29.69,null,10.00,18.00,SCT,BKN,   ,   ,4300.00,5000.00,null,null,null,null,null,null,null,null,null,81.84,KCRX 261935Z AUTO 19012G18KT 10SM SCT043 BKN050 27/17 A2969 RMK AO2,null
MYT,2011-04-26 19:35,-89.6150,28.2206,0.00,78.80,73.40,83.55,160.00,16.00,null,29.75,null,1.75,21.00,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 261935Z AUTO 16016G21KT 1 3/4SM HZ CLR 26/23 A2975 RMK A01,null
1R7,2011-04-26 19:35,-90.4093,31.6058,149.00,80.60,64.40,57.84,170.00,14.00,null,29.74,null,9.00,21.00,BKN,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,82.27,K1R7 261935Z AUTO 17014G21KT 9SM BKN039 27/18 A2974 RMK AO2,null
OLV,2011-04-26 19:45,-89.7869,34.9787,122.50,78.80,69.80,73.95,190.00,14.00,null,29.64,null,8.00,null,BKN,   ,   ,   ,3800.00,null,null,null,null,null,null,null,null,null,null,81.39,KOLV 261945Z 19014KT 8SM BKN038 26/21 A2964,null
GTR,2011-04-26 19:50,-88.5914,33.4503,80.00,80.60,66.20,61.58,170.00,18.00,null,29.73,null,10.00,24.00,BKN,   ,   ,   ,3800.00,null,null,null,null,null,null,null,null,null,null,82.75,KGTR 261950Z 17018G24KT 10SM BKN038 27/19 A2973,null
HKS,2011-04-26 19:53,-90.2225,32.3348,104.00,84.00,63.00,49.22,150.00,17.00,null,29.70,1004.80,10.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,29.00,160.00,2011-04-26 19:08,84.99,KHKS 261953Z AUTO 15017G24KT 10SM CLR 29/17 A2970 RMK AO2 PK WND 16029/1908 SLP048 T02890172 TSNO,null
GLH,2011-04-26 19:53,-90.9856,33.4829,40.00,82.00,68.00,62.53,190.00,17.00,null,29.60,1003.00,10.00,23.00,SCT,BKN,   ,   ,5000.00,6000.00,null,null,null,null,null,null,null,null,null,84.97,KGLH 261953Z 19017G23KT 10SM SCT050 BKN060 28/20 A2960 RMK AO2 SLP030 T02780200,null
GWO,2011-04-26 19:53,-90.0847,33.4943,47.00,83.00,64.00,52.93,180.00,14.00,null,29.64,1003.60,10.00,22.00,BKN,   ,   ,   ,5500.00,null,null,null,null,null,null,null,null,null,null,84.37,KGWO 261953Z AUTO 18014G22KT 10SM BKN055 28/18 A2964 RMK AO2 SLP036 T02830178,null
PQL,2011-04-26 19:53,-88.5319,30.4636,5.00,81.00,73.00,76.90,160.00,13.00,0.01,29.80,1009.10,10.00,23.00,SCT,BKN,   ,   ,1800.00,2400.00,null,null,null,null,null,null,null,null,null,85.76,KPQL 261953Z 16013G23KT 10SM SCT018 BKN024 27/23 A2980 RMK AO2 RAB1859E20 SLP091 P0001 T02720228,null
GPT,2011-04-26 19:53,-89.0701,30.4073,9.00,82.00,73.00,74.25,160.00,14.00,null,29.78,1008.40,10.00,null,SCT,SCT,   ,   ,2200.00,10000.00,null,null,null,null,null,null,null,null,null,87.48,KGPT 261953Z 16014KT 10SM SCT022 SCT100 28/23 A2978 RMK AO2 SLP084 T02780228,null
TUP,2011-04-26 19:53,-88.7711,34.2608,110.00,81.00,64.00,56.45,210.00,15.00,null,29.68,1004.70,10.00,21.00,FEW,   ,   ,   ,4600.00,null,null,null,null,null,null,null,null,null,null,82.52,KTUP 261953Z AUTO 21015G21KT 10SM FEW046 27/18 A2968 RMK AO2 SLP047 T02720178,null
MCB,2011-04-26 19:53,-90.4700,31.1800,126.00,83.00,67.00,58.51,170.00,14.00,null,29.71,1005.50,10.00,22.00,FEW,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,85.50,KMCB 261953Z AUTO 17014G22KT 10SM FEW039 28/19 A2971 RMK AO2 SLP055 T02830194,null
HBG,2011-04-26 19:53,-89.2529,31.2649,46.00,82.00,67.00,60.25,180.00,13.00,null,29.76,1007.40,10.00,20.00,SCT,BKN,   ,   ,3900.00,4900.00,null,null,null,null,null,null,null,null,null,84.53,KHBG 261953Z AUTO 18013G20KT 10SM SCT039 BKN049 28/19 A2976 RMK AO2 SLP074 T02780194 TSNO,null
JAN,2011-04-26 19:54,-90.0800,32.3200,101.00,83.00,65.00,54.63,170.00,10.00,null,29.70,1005.20,10.00,23.00,FEW,   ,   ,   ,4300.00,null,null,null,null,null,null,null,null,null,null,84.70,KJAN 261954Z 17010G23KT 130V200 10SM FEW043 28/18 A2970 RMK AO2 SLP052 T02830183,null
UTA,2011-04-26 19:55,-90.3467,34.6811,59.00,80.60,68.00,65.54,200.00,12.00,null,29.63,null,10.00,20.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,83.29,KUTA 261955Z AUTO 20012G20KT 10SM CLR 27/20 A2963 RMK AO2,null
HSA,2011-04-26 19:55,-89.4546,30.3678,7.00,80.60,75.20,83.66,160.00,18.00,null,29.77,null,10.00,27.00,SCT,BKN,   ,   ,2300.00,3200.00,null,null,null,null,null,null,null,null,null,86.17,KHSA 261955Z 16018G27KT 10SM SCT023 BKN032 27/24 A2977,null
M16,2011-04-26 19:55,-90.4105,32.3045,75.30,84.20,64.40,51.47,150.00,13.00,null,29.68,null,10.00,21.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.71,KM16 261955Z AUTO 15013G21KT 10SM CLR 29/18 A2968 RMK AO2,null
1R7,2011-04-26 19:55,-90.4093,31.6058,149.00,82.40,66.20,58.08,140.00,14.00,null,29.72,null,9.00,20.00,SCT,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,84.63,K1R7 261955Z AUTO 14014G20KT 9SM SCT039 28/19 A2972 RMK AO2,null
BIX,2011-04-26 19:55,-88.9244,30.4104,10.00,82.40,74.48,77.02,180.00,14.00,null,29.79,1008.90,10.00,20.00,BKN,BKN,   ,   ,1400.00,2100.00,null,null,null,null,null,null,null,null,null,88.97,KBIX 261955Z 18014G20KT 10SM BKN014 BKN021 28/24 A2979 RMK AO2A CIG 013V017 SLP089 T02800236,null
DLP,2011-04-26 19:55,-89.5472,29.1214,0.00,82.40,73.40,74.28,160.00,22.00,null,29.75,null,8.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 261955Z AUTO 16022KT 8SM CLR 28/23 A2975 RMK A01,null
CKM,2011-04-26 19:55,-90.5123,34.2997,52.70,80.60,68.00,65.54,170.00,15.00,null,29.62,null,10.00,21.00,BKN,OVC,   ,   ,3700.00,4300.00,null,null,null,null,null,null,null,null,null,83.29,KCKM 261955Z AUTO 17015G21KT 10SM BKN037 OVC043 27/20 A2962 RMK AO1,null
MYT,2011-04-26 19:55,-89.6150,28.2206,0.00,78.80,73.40,83.55,160.00,15.00,null,29.75,null,1.50,20.00,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 261955Z AUTO 16015G20KT 1 1/2SM HZ CLR 26/23 A2975 RMK A01,null
MIS,2011-04-26 19:55,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,14.00,null,29.79,null,2.50,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 261955Z AUTO 22014KT 2 1/2SM HZ CLR 29/23 A2979 RMK A01,null
CBM,2011-04-26 19:55,-88.4438,33.6438,67.00,81.50,64.40,56.17,190.00,15.00,null,29.72,null,10.00,22.00,FEW,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,83.12,KCBM 261955Z AUTO 19015G22KT 10SM FEW039 27/18 A2972 RMK AO2 SLPNO T02750180 $,null
CRX,2011-04-26 19:55,-88.6035,34.9150,129.00,80.60,62.60,54.30,200.00,10.00,null,29.68,null,10.00,16.00,BKN,   ,   ,   ,4800.00,null,null,null,null,null,null,null,null,null,null,81.84,KCRX 261955Z AUTO 20010G16KT 10SM BKN048 27/17 A2968 RMK AO2,null
PIB,2011-04-26 19:55,-89.3371,31.4671,91.00,82.40,64.40,54.55,180.00,15.00,null,29.77,null,10.00,22.00,BKN,BKN,   ,   ,4300.00,4900.00,null,null,null,null,null,null,null,null,null,83.98,KPIB 261955Z AUTO 18015G22KT 10SM BKN043 BKN049 28/18 A2977 RMK AO1,null
HEZ,2011-04-26 19:55,-91.2973,31.6137,83.00,84.20,64.40,51.47,170.00,16.00,null,29.66,null,10.00,22.00,FEW,   ,   ,   ,4900.00,null,null,null,null,null,null,null,null,null,null,85.71,KHEZ 261955Z AUTO 17016G22KT 10SM FEW049 29/18 A2966 RMK AO1,null
NMM,2011-04-26 19:56,-88.5556,32.5521,97.00,84.00,65.00,52.75,190.00,7.00,null,29.75,1008.10,10.00,14.00,BKN,   ,   ,   ,4000.00,null,null,null,null,null,null,null,null,null,null,85.76,KNMM 261956Z 19007G14KT 150V220 10SM BKN040 29/18 A2975 RMK AO2 SLP081 T02890183,null
MEI,2011-04-26 19:58,-88.7511,32.3347,94.00,82.00,66.00,58.40,190.00,14.00,null,29.75,1007.00,10.00,20.00,FEW,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,84.19,KMEI 261958Z 19014G20KT 10SM FEW039 28/19 A2975 RMK AO2 SLP070 T02780189,null
MYT,2011-04-26 20:15,-89.6150,28.2206,0.00,78.80,73.40,83.55,170.00,13.00,null,29.74,null,1.25,20.00,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262015Z AUTO 17013G20KT 1 1/4SM HZ CLR 26/23 A2974 RMK A01,null
MIS,2011-04-26 20:15,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,15.00,null,29.78,null,2.50,20.00,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 262015Z AUTO 22015G20KT 2 1/2SM HZ 29/23 A2978 RMK A01,null
PIB,2011-04-26 20:15,-89.3371,31.4671,91.00,82.40,66.20,58.08,170.00,16.00,null,29.75,null,10.00,24.00,SCT,BKN,OVC,   ,4100.00,5000.00,7000.00,null,null,null,null,null,null,null,null,84.63,KPIB 262015Z AUTO 17016G24KT 10SM SCT041 BKN050 OVC070 28/19 A2975 RMK AO1,null
M16,2011-04-26 20:15,-90.4105,32.3045,75.30,84.20,64.40,51.47,180.00,15.00,null,29.67,null,10.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.71,KM16 262015Z AUTO 18015G22KT 10SM CLR 29/18 A2967 RMK AO2,null
HEZ,2011-04-26 20:15,-91.2973,31.6137,83.00,84.20,64.40,51.47,180.00,14.00,null,29.64,null,10.00,23.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.71,KHEZ 262015Z AUTO 18014G23KT 10SM CLR 29/18 A2964 RMK AO1,null
UOX,2011-04-26 20:15,-89.5368,34.3843,137.80,80.60,62.60,54.30,180.00,6.00,null,29.66,null,10.00,16.00,FEW,   ,   ,   ,4400.00,null,null,null,null,null,null,null,null,null,null,81.84,KUOX 262015Z AUTO 18006G16KT 10SM FEW044 27/17 A2966 RMK AO2,null
DLP,2011-04-26 20:15,-89.5472,29.1214,0.00,82.40,73.40,74.28,160.00,21.00,null,29.75,null,8.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 262015Z AUTO 16021G27KT 8SM CLR 28/23 A2975 RMK A01,null
CRX,2011-04-26 20:15,-88.6035,34.9150,129.00,80.60,62.60,54.30,200.00,7.00,null,29.66,null,10.00,15.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,81.84,KCRX 262015Z AUTO 20007G15KT 10SM FEW050 27/17 A2966 RMK AO2,null
MYT,2011-04-26 20:35,-89.6150,28.2206,0.00,78.80,73.40,83.55,170.00,14.00,null,29.73,null,1.50,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262035Z AUTO 17014KT 1 1/2SM HZ CLR 26/23 A2973 RMK A01,null
CRX,2011-04-26 20:35,-88.6035,34.9150,129.00,80.60,62.60,54.30,180.00,11.00,null,29.67,null,10.00,18.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.84,KCRX 262035Z AUTO 18011G18KT 10SM CLR 27/17 A2967 RMK AO2,null
HEZ,2011-04-26 20:35,-91.2973,31.6137,83.00,84.20,66.20,54.80,180.00,13.00,null,29.63,null,10.00,23.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 262035Z AUTO 18013G23KT 10SM CLR 29/19 A2963 RMK AO1,null
CKM,2011-04-26 20:35,-90.5123,34.2997,52.70,82.40,68.00,61.81,180.00,17.00,null,29.61,null,10.00,null,FEW,SCT,SCT,   ,4600.00,5500.00,7000.00,null,null,null,null,null,null,null,null,85.38,KCKM 262035Z AUTO 18017KT 10SM FEW046 SCT055 SCT070 28/20 A2961 RMK AO1,null
1R7,2011-04-26 20:35,-90.4093,31.6058,149.00,82.40,68.00,61.81,150.00,10.00,null,29.70,null,8.00,23.00,BKN,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,85.38,K1R7 262035Z AUTO 15010G23KT 8SM BKN039 28/20 A2970 RMK AO2,null
UOX,2011-04-26 20:35,-89.5368,34.3843,137.80,80.60,62.60,54.30,190.00,7.00,null,29.66,null,10.00,16.00,SCT,   ,   ,   ,4800.00,null,null,null,null,null,null,null,null,null,null,81.84,KUOX 262035Z AUTO 19007G16KT 020V020 10SM SCT048 27/17 A2966 RMK AO2,null
UTA,2011-04-26 20:35,-90.3467,34.6811,59.00,78.80,66.20,65.33,180.00,11.00,null,29.62,null,10.00,16.00,SCT,BKN,BKN,   ,3400.00,4000.00,4700.00,null,null,null,null,null,null,null,null,80.82,KUTA 262035Z AUTO 18011G16KT 10SM SCT034 BKN040 BKN047 26/19 A2962 RMK AO2 LTG DSNT W,null
PIB,2011-04-26 20:35,-89.3371,31.4671,91.00,82.40,64.40,54.55,190.00,15.00,null,29.75,null,10.00,20.00,FEW,SCT,BKN,   ,3500.00,5000.00,6000.00,null,null,null,null,null,null,null,null,83.98,KPIB 262035Z AUTO 19015G20KT 10SM FEW035 SCT050 BKN060 28/18 A2975 RMK AO1,null
DLP,2011-04-26 20:35,-89.5472,29.1214,0.00,82.40,73.40,74.28,160.00,20.00,null,29.74,null,8.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 262035Z AUTO 16020G27KT 8SM CLR 28/23 A2974 RMK A01,null
M16,2011-04-26 20:35,-90.4105,32.3045,75.30,84.20,66.20,54.80,160.00,15.00,null,29.66,null,10.00,21.00,FEW,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,86.50,KM16 262035Z AUTO 16015G21KT 10SM FEW045 29/19 A2966 RMK AO2,null
MIS,2011-04-26 20:35,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,14.00,null,29.78,null,2.50,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 262035Z AUTO 22014KT 2 1/2SM HZ 29/23 A2978 RMK A01,null
GTR,2011-04-26 20:45,-88.5914,33.4503,80.00,80.60,66.20,61.58,180.00,13.00,null,29.71,null,10.00,22.00,BKN,BKN,   ,   ,5000.00,5500.00,null,null,null,null,null,null,null,null,null,82.75,KGTR 262045Z 18013G22KT 10SM BKN050 BKN055 27/19 A2971,null
OLV,2011-04-26 20:45,-89.7869,34.9787,122.50,78.80,69.80,73.95,200.00,9.00,null,29.63,null,9.00,null,BKN,BKN,   ,   ,3400.00,4100.00,null,null,null,null,null,null,null,null,null,81.39,KOLV 262045Z 20009KT 9SM BKN034 BKN041 26/21 A2963,null
MCB,2011-04-26 20:53,-90.4700,31.1800,126.00,84.00,70.00,62.77,180.00,13.00,null,29.68,1004.50,10.00,24.00,FEW,SCT,SCT,   ,3200.00,4300.00,5000.00,null,null,null,null,null,26.00,150.00,2011-04-26 20:05,88.32,KMCB 262053Z AUTO 18013G24KT 10SM FEW032 SCT043 SCT050 29/21 A2968 RMK AO2 PK WND 15026/2005 SLP045 T02890211 58026,null
HBG,2011-04-26 20:53,-89.2529,31.2649,46.00,84.00,67.00,56.51,160.00,17.00,null,29.74,1006.70,10.00,21.00,FEW,SCT,   ,   ,3500.00,4300.00,null,null,null,null,null,null,null,null,null,86.66,KHBG 262053Z AUTO 16017G21KT 10SM FEW035 SCT043 29/19 A2974 RMK AO2 SLP067 T02890194 58020 TSNO,null
TUP,2011-04-26 20:53,-88.7711,34.2608,110.00,81.00,65.00,58.25,190.00,10.00,null,29.67,1004.20,10.00,19.00,BKN,BKN,   ,   ,4600.00,6000.00,null,null,null,null,null,null,null,null,null,82.76,KTUP 262053Z AUTO 19010G19KT 10SM BKN046 BKN060 27/18 A2967 RMK AO2 SLP042 T02720183 58013,null
HKS,2011-04-26 20:53,-90.2225,32.3348,104.00,84.00,65.00,52.75,180.00,14.00,null,29.67,1003.90,10.00,20.00,FEW,   ,   ,   ,4700.00,null,null,null,null,null,null,null,27.00,150.00,2011-04-26 20:21,85.76,KHKS 262053Z AUTO 18014G20KT 10SM FEW047 29/18 A2967 RMK AO2 PK WND 15027/2021 SLP039 T02890183 58015 TSNO,null
PQL,2011-04-26 20:53,-88.5319,30.4636,5.00,80.00,73.00,79.20,160.00,9.00,null,29.78,1008.70,10.00,17.00,BKN,OVC,   ,   ,1800.00,2600.00,null,null,null,null,null,null,null,null,null,84.25,KPQL 262053Z 16009G17KT 10SM BKN018 OVC026 27/23 A2978 RMK AO2 SLP087 60001 T02670228 58008,null
GWO,2011-04-26 20:53,-90.0847,33.4943,47.00,85.00,64.00,49.66,180.00,15.00,null,29.61,1002.50,10.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,86.27,KGWO 262053Z AUTO 18015G22KT 10SM CLR 29/18 A2961 RMK AO2 SLP025 T02940178 58025,null
GPT,2011-04-26 20:53,-89.0701,30.4073,9.00,82.00,72.00,71.59,160.00,13.00,null,29.76,1007.80,10.00,20.00,SCT,SCT,   ,   ,2200.00,2900.00,null,null,null,null,null,null,null,null,null,86.87,KGPT 262053Z 16013G20KT 10SM SCT022 SCT029 28/22 A2976 RMK AO2 SLP078 T02780222 58013,null
GLH,2011-04-26 20:53,-90.9856,33.4829,40.00,82.00,68.00,62.53,190.00,14.00,null,29.56,1001.60,10.00,22.00,FEW,   ,   ,   ,8000.00,null,null,null,null,null,null,null,26.00,180.00,2011-04-26 19:56,84.97,KGLH 262053Z 19014G22KT 10SM FEW080 28/20 A2956 RMK AO2 PK WND 18026/1956 SLP016 T02780200 58029,null
JAN,2011-04-26 20:54,-90.0800,32.3200,101.00,83.00,65.00,54.63,160.00,16.00,null,29.67,1004.30,10.00,27.00,SCT,   ,   ,   ,4300.00,null,null,null,null,null,null,null,27.00,150.00,2011-04-26 20:52,84.70,KJAN 262054Z 16016G27KT 10SM SCT043 28/18 A2967 RMK AO2 PK WND 15027/2052 SLP043 T02830183 58017,null
M16,2011-04-26 20:55,-90.4105,32.3045,75.30,82.40,66.20,58.08,150.00,13.00,null,29.65,null,10.00,21.00,SCT,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,84.63,KM16 262055Z AUTO 15013G21KT 10SM SCT045 28/19 A2965 RMK AO2,null
MIS,2011-04-26 20:55,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,13.00,null,29.77,null,2.00,19.00,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 262055Z AUTO 22013G19KT 2SM HZ 29/23 A2977 RMK A01,null
CKM,2011-04-26 20:55,-90.5123,34.2997,52.70,80.60,68.00,65.54,180.00,14.00,null,29.60,null,10.00,24.00,BKN,BKN,BKN,   ,4000.00,5000.00,6500.00,null,null,null,null,null,null,null,null,83.29,KCKM 262055Z AUTO 18014G24KT 10SM BKN040 BKN050 BKN065 27/20 A2960 RMK AO1,null
CRX,2011-04-26 20:55,-88.6035,34.9150,129.00,80.60,62.60,54.30,170.00,10.00,null,29.66,null,10.00,null,BKN,BKN,   ,   ,4500.00,5500.00,null,null,null,null,null,null,null,null,null,81.84,KCRX 262055Z AUTO 17010KT 10SM BKN045 BKN055 27/17 A2966 RMK AO2,null
HSA,2011-04-26 20:55,-89.4546,30.3678,7.00,80.60,77.00,88.83,160.00,15.00,null,29.75,null,10.00,25.00,SCT,BKN,   ,   ,2100.00,2700.00,null,null,null,null,null,null,null,null,null,87.10,KHSA 262055Z 16015G25KT 10SM SCT021 BKN027 27/25 A2975,null
HEZ,2011-04-26 20:55,-91.2973,31.6137,83.00,84.20,66.20,54.80,160.00,15.00,null,29.63,null,10.00,18.00,FEW,   ,   ,   ,4900.00,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 262055Z AUTO 16015G18KT 10SM FEW049 29/19 A2963 RMK AO1 57024,null
MYT,2011-04-26 20:55,-89.6150,28.2206,0.00,78.80,73.40,83.55,170.00,14.00,null,29.73,null,1.50,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262055Z AUTO 17014KT 1 1/2SM HZ CLR 26/23 A2973 RMK A01,null
BIX,2011-04-26 20:55,-88.9244,30.4104,10.00,82.00,74.12,76.99,180.00,13.00,null,29.78,1008.40,10.00,21.00,BKN,   ,   ,   ,1700.00,null,null,null,null,null,null,null,null,null,null,88.14,KBIX 262055Z 18013G21KT 10SM BKN017 28/23 A2978 RMK AO2A CIG 015V021 SLP084 T02780234 58010,null
1R7,2011-04-26 20:55,-90.4093,31.6058,149.00,82.40,66.20,58.08,150.00,13.00,null,29.69,null,7.00,19.00,BKN,   ,   ,   ,4100.00,null,null,null,null,null,null,null,null,null,null,84.63,K1R7 262055Z AUTO 15013G19KT 7SM BKN041 28/19 A2969 RMK AO2,null
PIB,2011-04-26 20:55,-89.3371,31.4671,91.00,82.40,64.40,54.55,180.00,17.00,null,29.74,null,10.00,23.00,FEW,FEW,BKN,   ,3500.00,4300.00,6000.00,null,null,null,null,null,null,null,null,83.98,KPIB 262055Z AUTO 18017G23KT 10SM FEW035 FEW043 BKN060 28/18 A2974 RMK AO1 57020,null
CBM,2011-04-26 20:55,-88.4438,33.6438,67.00,82.40,64.00,53.87,190.00,13.00,null,29.70,null,10.00,21.00,FEW,   ,   ,   ,4700.00,null,null,null,null,null,null,null,null,null,null,83.86,KCBM 262055Z AUTO 19013G21KT 10SM FEW047 28/18 A2970 RMK AO2 SLPNO 6//// T02800178 58013 $,null
UOX,2011-04-26 20:55,-89.5368,34.3843,137.80,80.60,62.60,54.30,210.00,7.00,null,29.65,null,10.00,17.00,FEW,BKN,   ,   ,4600.00,6000.00,null,null,null,null,null,null,null,null,null,81.84,KUOX 262055Z AUTO 21007G17KT 10SM FEW046 BKN060 27/17 A2965 RMK AO2,null
DLP,2011-04-26 20:55,-89.5472,29.1214,0.00,82.40,73.40,74.28,160.00,22.00,null,29.74,null,8.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 262055Z AUTO 16022KT 8SM CLR 28/23 A2974 RMK A01,null
